FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.816,Norway,283061,Operational,34/8-A-25 H/AH,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,01/01/2003,,335,113217.507566,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.3700556000001 2.45963060000003)
platforms.817,Norway,287625,Operational,VESTERLED T,Subsea steel,Subsea,Gassco AS,UK_10009/12,,,,01/10/2001,,100,141323.986277,SUBSEA STRUCTURE; T-CONNECTION,POINT (59.6433139000001 1.31897500000002)
platforms.818,Norway,375130,Operational,25/4-J-2 H,Subsea steel,Subsea,Aker BP ASA,NO_25/4,Crude Oil,,,08/06/2008,,123,161509.115051,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (59.5815611 2.05855560000003)
platforms.819,Norway,283845,Closed down,25/11-B-14 H BALDER,,,Vår Energi ASA,,,,,04/10/1999,,127,141167.550071,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (59.1785417 2.37940280000004)
platforms.820,Norway,287597,Operational,TOR II Y,Subsea steel,Subsea,Equinor Energy AS,NO_32/1,,,,01/10/2004,,340,30891.8578676,SUBSEA STRUCTURE; Y-CONNECTION,POINT (60.8489583 4.06027780000005)
platforms.823,Norway,449669,Operational,JOHAN SVERDRUP G,,,Equinor Energy AS,,,,,05/10/2019,,120,138340.260371,MULTI WELL TEMPLATE; WATER INJECTION,POINT (58.7668167 2.65283330000005)
platforms.252,Netherlands,389761206,Operational,Sidetap L8-H,,Other,,,,,,,,,41774.7373049,,POINT (53.565118012 4.56799742600003)
platforms.824,Norway,272533,Decommissioned,ØST FRIGG B,Subsea steel,Subsea,Aker BP ASA,NO_25/2,Natural Gas,,,01/10/1988,,112,148116.200483,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (59.8906667000001 2.36192780000005)
platforms.825,Norway,451366,Operational,6507/5-K-1H ÆRFUGL,,,Aker BP ASA,,,,,12/11/2020,,409,165449.672951,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (65.6974056000001 7.54800000000006)
platforms.827,Norway,274213,Decommissioned,37/4,,,ConocoPhillips Skandinavia AS,,,,,14/10/1975,,85,204028.539505,JACKET 8 LEGS,POINT (55.9001667000001 1.61222220000008)
platforms.828,Norway,286449,Operational,UK-NL,Subsea steel,Subsea,Equinor Energy AS,UK_10211/24,Crude Oil,,,01/10/1985,,44.20000076,136617.702176,SUBSEA STRUCTURE; T-CONNECTION,POINT (61.1674833000001 1.65942780000006)
platforms.831,Norway,286785,Operational,HEIDRUN PLEM-1,Subsea steel,Subsea,Equinor Energy AS,NO_6507/8,,,,19/10/1995,,343,155811.582777,SUBSEA STRUCTURE; PIPELINE END MANIFOLD,POINT (65.3217306000001 7.37841110000005)
platforms.833,Norway,441635,Operational,GULLFAKS SØR Q,,,Equinor Energy AS,,,,,29/08/2016,,140,129362.72696,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (61.0702278000001 2.10595000000006)
platforms.835,Norway,272785,Closed down,34/10-A-5 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,,,04/04/1987,,136,124454.298813,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.1783694000001 2.21067500000004)
platforms.836,Norway,417223,Operational,VIGDIS H,Fixed steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,11/03/2013,,291,130328.832391,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (61.3892583000001 2.14121390000003)
platforms.838,Norway,283509,Operational,MIKKEL A,Subsea steel,Subsea,Equinor Energy AS,NO_6407/6,Natural Gas,,,01/10/2003,,220,97903.7237503,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (64.7126194000001 7.68072220000005)
platforms.839,Norway,282585,Decommissioned,YME B VEST,Subsea steel,Subsea,Repsol Norge AS,NO_9/2,Crude Oil,,,01/11/1999,,85,116453.33803,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (57.7542194000001 4.35597780000006)
platforms.840,Norway,287233,Under construction,FRANPIPE T,,,Gassco AS,,,,,01/07/1998,,30,103162.283704,SUBSEA STRUCTURE; T-CONNECTION,POINT (53.0947472 3.13010830000007)
platforms.841,Norway,279337,Operational,NORNE F,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,02/07/1998,,380,152548.407793,MULTI WELL TEMPLATE; WATER INJECTION,POINT (66.0447472000001 8.10007220000006)
platforms.842,Norway,410771,Closed down,6/3-A-1 H GAUPE,,,A/S Norske Shell,,,,,31/03/2012,,85,224464.039328,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (57.9588722 1.92981670000006)
platforms.844,Norway,287149,Operational,TEESSIDE SSIV,Subsea steel,Subsea,ConocoPhillips Skandinavia AS,NO_2/4,,,,18/08/1998,,76,262852.61961,SUBSEA STRUCTURE; ISOLATION VALVE,POINT (56.5462778 3.22021940000008)
platforms.847,Norway,461086,Closed down,LAVRANS,,,Equinor Energy AS,,,,,,,270,141052.300333,MULTI WELL TEMPLATE; DRILLING TEMPLATE,POINT (64.8484944000001 6.55934720000005)
platforms.848,Norway,278553,Operational,ÅSGARD F,Subsea steel,Subsea,Equinor Energy AS,NO_6506/11,Natural Gas,,,20/05/1999,,300,155235.644537,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (65.0295278 6.60125000000005)
platforms.852,Norway,282697,Operational,34/8-A-2 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/8,Crude Oil,,,26/05/1999,,335,113212.88696,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (61.3702194000001 2.45973610000004)
platforms.853,Norway,441304,Under construction,34/4-I-1 H SNORRE,,,Equinor Energy AS,,,,,,,350,102459.134723,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (61.1714139000001 2.62086110000007)
platforms.854,Norway,434044,Operational,ROGN SØR MANIFOLD,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,01/12/2013,,293,55077.6010688,SUBSEA STRUCTURE; MANIFOLD STATION,POINT (64.2631639000001 7.72960000000006)
platforms.855,Norway,277993,Operational,STATFJORD ØST L,Subsea steel,Subsea,Equinor Energy AS,NO_33/9,Crude Oil,,,04/10/1994,,153,138379.711914,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.3294028000001 1.98652220000002)
platforms.856,Norway,453250,Under construction,JOHAN CASTBERG ZB,,,Equinor Energy AS,,,,,01/01/2022,,358,199496.719758,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (72.4487222000001 20.2162667000001)
platforms.857,Norway,285609,Operational,31/2-F-1 H TROLL F-1,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,19/10/1996,,317,64165.464859,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (60.7767889 3.43588610000006)
platforms.858,Norway,283649,Under construction,HEIDRUN F,Subsea steel,Subsea,Equinor Energy AS,NO_6507/8,Crude Oil,,,,,358.1000061,158316.590631,MULTI WELL TEMPLATE; WATER INJECTION,POINT (65.3694389 7.35703060000003)
platforms.859,Norway,451651,Operational,JOHAN SVERDRUP LQ,,,Equinor Energy AS,,,,,01/05/2019,,113.40000153,140856.038781,JACKET 4 LEGS; ACCOMMODATION - QUARTER,POINT (58.8358833 2.54725560000003)
platforms.860,Norway,377763,Under construction,TYRIHANS W,Subsea steel,Subsea,Equinor Energy AS,NO_6407/1,Crude Oil,,,,,282,126110.777349,MULTI WELL TEMPLATE; WATER INJECTION,POINT (64.8349139000001 7.01531670000003)
platforms.861,Norway,278721,Operational,ÅSGARD E,Subsea steel,Subsea,Equinor Energy AS,NO_6506/11,Natural Gas,,,20/05/1999,,305,158374.94637,MULTI WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (65.0683194000001 6.61136670000008)
platforms.862,Norway,286421,Decommissioned,EKOFISK SBM-2,Other,Other,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,,,,,74,262653.239377,LOADING SYSTEM,POINT (56.5517083 3.21230560000004)
platforms.864,Norway,278833,Operational,ÅSGARD S,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Crude Oil,,,20/05/1999,,300,144564.503602,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (65.0161111 6.94588890000006)
platforms.865,Norway,281073,Decommissioned,ALBUSKJELL A-BS,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_1/6,Natural Gas,,,01/05/1979,,70,264918.89528,JACKET TRIPOD,POINT (56.6418194 2.94063890000007)
platforms.866,Norway,280513,Decommissioned,PETROJARL 1,Floating steel,Above water production,,NO_15/6,Crude Oil,,,29/08/2001,,110,193206.755417,FPSO; OFFLOADING - PROCESSING - QUARTER - STORAGE,POINT (58.7133056000001 1.66813610000003)
platforms.867,Norway,425640,Operational,ALVHEIM WEST RISER BASE,,,Aker BP ASA,,,,,08/06/2008,,125,164823.316679,SUBSEA STRUCTURE; RISER BASE,POINT (59.5679500000001 1.99410280000006)
platforms.868,Norway,453598,Under construction,JOHAN CASTBERG YB,,,Equinor Energy AS,,,,,01/01/2022,,390,202960.34011,MULTI WELL TEMPLATE; WATER INJECTION,POINT (72.5340194 20.4194278000001)
platforms.869,Norway,413766,Operational,ÅSGARD NB,,,Equinor Energy AS,,,,,10/02/2012,,301,164531.478086,SINGLE WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (65.217 6.90826940000005)
platforms.870,Norway,284965,Operational,31/2-D-4 H TROLL D-4,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,01/07/2003,,330,60124.7182433,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (60.8568472000001 3.44897780000002)
platforms.871,Norway,285861,Operational,31/5-H-1 H TROLL H-1,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,,,,01/09/1996,,317,62531.8440592,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (60.7161083 3.51093610000004)
platforms.873,Norway,364315,Operational,SNØHVIT E,Subsea steel,Subsea,Equinor Energy AS,NO_7121/4,Natural Gas,,,21/08/2007,,336,101362.490871,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (71.5945278 21.1835306)
platforms.874,Norway,272841,Decommissioned,GULLFAKS A-SPM 2,Other,Other,Equinor Energy AS,NO_34/10,Crude Oil,,,29/02/1988,,136,123304.442654,LOADING SYSTEM; OFFLOADING,POINT (61.1672528 2.22972780000003)
platforms.875,Norway,721862,Under construction,JOHAN SVERDRUP O,,,Equinor Energy AS,,,,,,,116,135034.983785,MULTI WELL TEMPLATE,POINT (58.8073889 2.67976110000006)
platforms.877,Norway,395591,Under construction,KRISTIN Q,Subsea steel,Subsea,Equinor Energy AS,NO_6406/2,Natural Gas,,,,,320,147644.013113,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (64.8811611 6.43493610000007)
platforms.879,Norway,284265,Operational,34/4-K H SNORRE,,,Equinor Energy AS,,,,,27/06/2001,,340,128388.460594,MULTI WELL TEMPLATE; WATER/GAS INJECTION,POINT (61.5254083 2.21225000000004)
platforms.880,Norway,279281,Operational,NORNE D,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,05/11/1997,,378,153537.690931,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (66.0137194000001 8.05786670000003)
platforms.882,Norway,285833,Closed down,31/2-G-6 H TROLL G-6,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,10/12/1995,,317,65039.6977123,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (60.7524083000001 3.44333330000006)
platforms.883,Norway,458692,Under construction,DVALIN GAS EXPORT RISER BASE,,,,,,,,01/10/2020,,345,158246.229511,SUBSEA STRUCTURE,POINT (65.3255639000001 7.32667220000008)
platforms.884,Norway,445917,Operational,24/6-A-5 Alvheim,,,Aker BP ASA,,,,,01/04/2016,,125,168903.417292,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (59.5766750000001 1.92379170000004)
platforms.885,Norway,285189,Operational,6407/7-A-6 H,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,01/10/1997,,330,73817.9340348,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (64.2708139000001 7.20200830000005)
platforms.886,Norway,414939,Operational,VISUND SØR,Fixed steel,Subsea,Equinor Energy AS,NO_34/8,Natural Gas,,,22/11/2012,,292,118192.534306,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (61.3005639 2.36370830000004)
platforms.890,Norway,426277,Operational,SVALIN C,Fixed steel,Subsea,Equinor Energy AS,NO_25/11,Crude Oil,,,06/09/2014,,125,139974.092997,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (59.1432028 2.40838060000004)
platforms.892,Norway,415159,Operational,25/5-D-1 H ATLA,Subsea steel,Subsea,TotalEnergies EP Norge AS,NO_25/5,Natural Gas,,,07/10/2012,,119,135327.019544,SINGLE WELL TEMPLATE; GAS PRODUCER,POINT (59.6600778000001 2.56934440000003)
platforms.894,Norway,365044,Decommissioned,15/6-A-5 H Glitne,Subsea steel,Subsea,,NO_15/6,Crude Oil,,,30/09/2003,,112,193295.188779,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (58.7128278000001 1.66685000000007)
platforms.267,Netherlands,389761149,Operational,NGT Sidetap 6,,Other,,,,,,,,,163909.665197,,POINT (54.248993967 3.07001129100007)
platforms.895,Norway,456808,Operational,JOHAN SVERDRUP STATPIPE PLEM,,,Equinor Energy AS,,,,,05/10/2019,,128,4012.48976029,SUBSEA STRUCTURE; PIPELINE END MANIFOLD,POINT (59.3266111 5.05289440000007)
platforms.896,Norway,435377,Operational,OSEBERG DELTA P,,,Equinor Energy AS,,,,,21/02/2015,,104,113164.791404,MULTI WELL TEMPLATE; GAS INJECTOR - OIL PRODUCER,POINT (60.4569444000001 2.69510000000002)
platforms.897,Norway,714131,Operational,TOR 2/4 YA,,,ConocoPhillips Skandinavia AS,,,,,03/12/2020,,67,251632.348796,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (56.6391528 3.29942500000004)
platforms.898,Norway,274185,Decommissioned,36/22,,,ConocoPhillips Skandinavia AS,,,,,14/10/1975,,73.19999695,102753.316647,JACKET 8 LEGS,POINT (55.2911056 0.203405600000053)
platforms.900,Norway,278413,Decommissioned,YME B,Floating steel,Above water production,Repsol Norge AS,NO_9/2,Crude Oil,,,27/02/1996,,95,116447.602258,FSU; OFFLOADING - STORAGE,POINT (57.7542500000001 4.35605560000005)
platforms.901,Norway,277853,Operational,DRAUGEN B,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,19/10/1993,,263,64980.6011221,MULTI WELL TEMPLATE; WATER INJECTION,POINT (64.4002639 7.79581670000005)
platforms.902,Norway,278469,Operational,STATFJORD NORD E,Subsea steel,Subsea,Equinor Energy AS,NO_33/9,Crude Oil,,,23/01/1995,,265,142203.977802,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.4342500000001 1.92511110000004)
platforms.903,Norway,285329,Operational,NJORD SDU-1,Subsea steel,Subsea,Equinor Energy AS,NO_6407/7,Crude Oil,,,01/10/1997,,330,73859.0026907,SUBSEA STRUCTURE; DISTRIBUTION,POINT (64.2709861000001 7.20124440000006)
platforms.904,Norway,719637,Under construction,25/11 BALDER FT,,,Vår Energi ASA,,,,,,,125,138163.719662,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (59.2187194000001 2.42546670000007)
platforms.905,Norway,408458,Operational,SKARV A,Subsea steel,Subsea,Aker BP ASA,NO_6507/5,Natural Gas,,,31/12/2012,,324,163254.227147,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (65.7386750000001 7.65588330000003)
platforms.909,Norway,430439,Closed down,25/11-B-24 H,Subsea steel,Subsea,Vår Energi ASA,NO_25/11,Crude Oil,,,18/11/2013,,127,141221.923421,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (59.1781167 2.37853060000003)
platforms.911,Norway,442355,Operational,25/11-A-27 H BALDER,,,Vår Energi ASA,,,,,30/06/2015,,127,142271.567149,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (59.1909222 2.35767500000003)
platforms.913,Norway,718740,Under construction,25/11 BALDER D,,,Vår Energi ASA,,,,,,,125,139032.661984,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (59.1998667 2.41305560000006)
platforms.914,Norway,286085,Operational,31/5-I-32 H TROLL I-32,Subsea steel,Subsea,Equinor Energy AS,NO_31/5,,,,01/03/2003,,315,57839.0765409,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (60.7166778000001 3.59870000000006)
platforms.915,Norway,371558,Operational,FRAM T-1,Subsea steel,Subsea,Equinor Energy AS,NO_35/11,,,,30/10/2006,,360,50165.3216891,SUBSEA STRUCTURE; T-CONNECTION,POINT (61.0242361000001 3.57355830000006)
platforms.916,Norway,272729,Closed down,34/10-A-3 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,,,12/02/1987,,138,124525.482014,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.1872944 2.21146110000007)
platforms.917,Norway,283817,Operational,25/11-B-11 H BALDER,,,Vår Energi ASA,,,,,15/10/1999,,127,141197.428185,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (59.1784833 2.37888890000005)
platforms.918,Norway,377726,Operational,TYRIHANS D,Subsea steel,Subsea,Equinor Energy AS,NO_6406/3,Crude Oil,,,08/07/2009,,266,121969.449856,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (64.7797389 6.99071670000006)
platforms.920,Norway,283593,Operational,HEIDRUN D,Subsea steel,Subsea,Equinor Energy AS,NO_31/2-1,Crude Oil,,,15/08/2000,,358.5,158994.386679,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (65.3618889000001 7.33598890000007)
platforms.921,Norway,272701,Closed down,34/10-A-2 A,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,,,23/12/1986,,138,124060.399401,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.1801361 2.21845280000002)
platforms.922,Norway,451934,Under construction,DVALIN,,,Wintershall Dea Norge AS,,,,,01/10/2020,,380,169981.680206,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (65.4294333 7.14016940000005)
platforms.923,Norway,441847,Operational,AASTA HANSTEEN B,,,Equinor Energy AS,,,,,17/12/2018,,1232,211368.016224,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (67.0341861000001 7.04288330000003)
platforms.925,Norway,409423,Operational,NORNE M,,,Equinor Energy AS,,,,,01/05/2010,,375,154434.986823,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (66.0049278000001 8.03208890000008)
platforms.926,Norway,417663,Operational,FOSSEKALL P,,,Equinor Energy AS,,,,,13/03/2013,,358,150149.149167,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (66.1436972000001 8.23301390000006)
platforms.928,Norway,451998,Under construction,BRASSE,,,,,,,,01/01/2021,,120,96679.6794699,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (60.4047 3.03290560000005)
platforms.929,Norway,710870,Operational,DUVA K,,,Neptune Energy Norge AS,,,,,23/08/2021,,359,29214.364858,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (61.4002278 4.06741670000002)
platforms.258,Netherlands,118117646,Operational,K09ab-A (Total),,Production,TOTAL,,,,,,,,65967.8628162,,POINT (53.5208052500001 3.99375167200003)
platforms.930,Norway,281689,Operational,34/7-I-4 H TORDIS I-4,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,03/06/1994,,200,131053.892267,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.2757861000001 2.11673060000004)
platforms.934,Norway,453193,Under construction,JOHAN CASTBERG ZA,,,Equinor Energy AS,,,,,01/01/2022,,367,201749.866268,MULTI WELL TEMPLATE; WATER INJECTION,POINT (72.4711167 20.2117278000001)
platforms.935,Norway,407849,Operational,VEGA SENTRAL,Subsea steel,Subsea,Wintershall Dea Norge AS,NO_35/8,Natural Gas,,,02/12/2010,,378,65099.3359384,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (61.2616917 3.35883060000003)
platforms.937,Norway,417781,Operational,DOMPAP S,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,01/04/2014,,343,147650.973979,MULTI WELL TEMPLATE; OIL PRODUCER - WATER INJECTION,POINT (66.2346306000001 8.33302780000002)
platforms.939,Norway,447355,Operational,MARIA G,,,Wintershall Dea Norge AS,,,,,17/12/2017,,304,139902.702615,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER - WATER INJECTION,POINT (64.9746278000001 6.97667220000005)
platforms.940,Norway,272757,Closed down,34/10-A-4 H,Subsea steel,Subsea,Equinor Energy AS,NO_34/10,Crude Oil,,,23/12/1986,,144,123852.195846,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.1882028000001 2.22429720000002)
platforms.943,Norway,408576,Operational,SKARV B/C VEST,Fixed steel,Subsea,Aker BP ASA,NO_6507/5,Natural Gas,,,31/12/2012,,375,164216.26652,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (65.7039111 7.58908060000005)
platforms.944,Norway,375168,Operational,25/4-J-1 H,Subsea steel,Subsea,Aker BP ASA,NO_25/4,Crude Oil,,,08/06/2008,,123,161554.369358,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (59.5817972 2.05782780000004)
platforms.945,Norway,280821,Operational,15/9-E,Subsea steel,Subsea,Equinor Energy AS,NO_15/9,Natural Gas,,,11/10/2004,,110,200076.336345,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (58.4969833000001 1.72270280000004)
platforms.946,Norway,452894,Under construction,JOHAN CASTBERG FPSO,,,,,,,,01/01/2022,,372,202594.388077,FPSO; ACCOMMODATION - PROCESSING - QUARTER - STORAGE,POINT (72.484 20.2370972000001)
platforms.947,Norway,718441,Under construction,25/11 BALDER B,,,Vår Energi ASA,,,,,,,125,141286.224248,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (59.1768306000001 2.37765560000003)
platforms.948,Norway,279253,Operational,NORNE C,Subsea steel,Subsea,Equinor Energy AS,NO_6608/10,Crude Oil,,,14/11/1997,,375,153636.859455,MULTI WELL TEMPLATE; WATER INJECTION,POINT (66.0144139000001 8.05603330000002)
platforms.949,Norway,377689,Operational,TYRIHANS C,Subsea steel,Subsea,Equinor Energy AS,NO_6407/1,Crude Oil,,,08/07/2009,,268,122228.838359,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (64.7898611000001 7.01172780000007)
platforms.950,Norway,285805,Operational,31/2-G-4 H TROLL G-4,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,22/09/1995,,330,65219.6630434,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (60.7526028 3.43938060000005)
platforms.951,Norway,715937,Operational,16/4 SOLVEIG BD,,,Lundin Energy Norway AS,,,,,30/09/2021,,100,166291.447273,SINGLE WELL TEMPLATE; WATER INJECTION,POINT (58.6812222 2.19688890000003)
platforms.952,Norway,407908,Operational,VEGA SØR,Subsea steel,Subsea,Wintershall Dea Norge AS,NO_35/11,Natural Gas,,,02/12/2010,,368,59182.1882743,MULTI WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (61.1739194 3.44151390000008)
platforms.954,Norway,282473,Operational,HEIDRUN UMBILCAL BASE,Subsea steel,Other,Equinor Energy AS,NO_6507/7,,,,15/08/1995,,350,158946.40654,SUBSEA STRUCTURE; RISER BASE,POINT (65.3240222000001 7.30999440000005)
platforms.956,Norway,409848,Operational,31/5-Z-1H TROLL Z-1,,,Equinor Energy AS,,,,,01/03/2011,,320,62011.3672118,SINGLE WELL TEMPLATE; GAS INJECTION,POINT (60.7405194 3.51100560000003)
platforms.957,Norway,453482,Under construction,JOHAN CASTBERG DA,,,Equinor Energy AS,,,,,01/01/2022,,373,200434.55189,MULTI WELL TEMPLATE; GAS INJECTION - GAS PRODUCER - OIL PRODUCER,POINT (72.4856083000001 20.3452)
platforms.958,Norway,281633,Operational,34/7-I-3 H TORDIS I-3,Subsea steel,Subsea,Equinor Energy AS,NO_34/7,Crude Oil,,,03/06/1994,,200,131041.901028,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (61.2761750000001 2.11711110000005)
platforms.959,Norway,287653,Operational,NJORD T,Subsea steel,Subsea,OKEA ASA,NO_6407/10,,,,10/12/2007,,330,67284.645133,SUBSEA STRUCTURE; T-CONNECTION,POINT (64.2053778000001 7.25996110000006)
platforms.960,Norway,417412,Operational,6507/8-D-5 H,,,Equinor Energy AS,,,,,01/02/2007,,357,159058.677556,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (65.3628722000001 7.33528060000003)
platforms.962,Norway,438886,Operational,DRAUGEN SSBP,,,OKEA ASA,,,,,24/11/2016,,259,61851.9799586,SUBSEA STRUCTURE; BOOSTER,POINT (64.3416361000001 7.72720280000004)
platforms.963,Norway,278749,Operational,ÅSGARD G,Subsea steel,Subsea,Equinor Energy AS,NO_6506/11,Natural Gas,,,20/05/1999,,288,158753.449291,MULTI WELL TEMPLATE; GAS INJECTION - OIL PRODUCER,POINT (65.0882639000001 6.66200000000003)
platforms.964,Norway,286505,Operational,STT-IN,Subsea steel,Subsea,Gassco AS,NO_30/6,,,,01/03/1990,,110,99473.2012083,SUBSEA STRUCTURE; T-CONNECTION,POINT (60.5608750000001 2.89686940000007)
platforms.965,Norway,506143,Under construction,NOVA X,,,Wintershall Dea Norge AS,,,,,,,368,48559.2037046,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.2763 3.66562220000003)
platforms.967,Norway,284125,Operational,6407/9-E-1 H,Subsea steel,Subsea,OKEA ASA,NO_6407/9,Crude Oil,,,30/11/2002,,293,54979.8459911,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (64.2624722 7.73084170000004)
platforms.968,Norway,278497,Operational,STATFJORD NORD F,Subsea steel,Subsea,Equinor Energy AS,NO_33/9,Crude Oil,,,15/04/1995,,285,140652.759927,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (61.4447222000001 1.95633330000004)
platforms.969,Norway,287541,Under construction,KOLLSNES T,,,Gassco AS,,,,,,,308,25675.4236827,SUBSEA STRUCTURE; T-CONNECTION,POINT (60.6049778 4.26313330000005)
platforms.971,Norway,285581,Operational,31/2-E-6 H TROLL E-6,Subsea steel,Subsea,Equinor Energy AS,NO_31/2,,,,18/04/1997,,330,62719.0011124,SINGLE WELL TEMPLATE; OIL PRODUCER,POINT (60.7975944 3.44529440000002)
platforms.973,Norway,277545,Operational,SLEIPNER C,Subsea steel,Subsea,Equinor Energy AS,NO_15/9,Natural Gas,,,11/09/1993,,85,192794.362188,MULTI WELL TEMPLATE; GAS PRODUCER,POINT (58.4357944000001 1.92967500000003)
platforms.974,Norway,453826,Under construction,SMØRBUKK NORD,,,Equinor Energy AS,,,,,01/11/2020,,300,167391.131836,SINGLE WELL TEMPLATE; GAS PRODUCER - OIL PRODUCER,POINT (65.2513972 6.90433610000002)
platforms.975,Norway,278581,Operational,ÅSGARD I,Subsea steel,Subsea,Equinor Energy AS,NO_6506/12,Natural Gas,,,20/05/1999,,285,157949.441687,MULTI WELL TEMPLATE; OIL PRODUCER,POINT (65.0853611000001 6.68175000000002)
