FID,munition_type,description,infoprov,thedate,dist_coast,geometry
munitions.936,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28477.70727,POINT (55.3591637796848 15.640675789756)
munitions.937,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28219.52651,POINT (55.2872143296776 15.6382428304423)
munitions.938,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28257.56774,POINT (55.2873675696576 15.6388806404292)
munitions.939,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28244.46345,POINT (55.2880714699224 15.6388282702085)
munitions.940,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28269.08551,POINT (55.2891536502208 15.6394507998146)
munitions.941,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28269.88235,POINT (55.2890093396094 15.6394329599632)
munitions.942,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28342.82556,POINT (55.287081060043 15.6401689903067)
munitions.943,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28366.81327,POINT (55.2875350800799 15.6406507499322)
munitions.944,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28311.91418,POINT (55.2893100702036 15.6401624504368)
munitions.945,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28314.81468,POINT (55.2894997597062 15.6402479795607)
munitions.946,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28365.01845,POINT (55.2899637802043 15.6411391195747)
munitions.947,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28410.92385,POINT (55.2895192695987 15.6417750697637)
munitions.948,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28503.0642,POINT (55.2859889701149 15.642462780433)
munitions.949,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28464.49521,POINT (55.2895570096483 15.6426317801326)
munitions.950,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28481.74344,POINT (55.2901625897318 15.6430287696621)
munitions.951,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28557.16404,POINT (55.2882425002912 15.6438236003789)
munitions.952,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28560.24964,POINT (55.287156930448 15.6436350602099)
munitions.953,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28530.07254,POINT (55.2904577103551 15.6438536296413)
munitions.954,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26142.15619,POINT (54.7497244400309 19.1675170097023)
munitions.955,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25972.5341,POINT (54.7470376398753 19.1672412901535)
munitions.956,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25933.0404,POINT (54.7472111002122 19.166345770441)
munitions.957,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,25914.48902,POINT (54.74645127021 19.1667949197498)
munitions.958,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26177.09907,POINT (54.7487244199961 19.1692015100417)
munitions.959,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26126.05583,POINT (54.7470084901498 19.1700496804485)
munitions.960,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26152.69297,POINT (54.7473423301844 19.1701889197828)
munitions.961,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26367.25934,POINT (54.749358960048 19.1719930398469)
munitions.962,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26364.89631,POINT (54.7495361201958 19.1717658899839)
munitions.963,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26344.88122,POINT (54.748470470336 19.1725065203597)
munitions.964,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26156.72784,POINT (54.7474585495725 19.1701424895843)
munitions.965,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26198.86503,POINT (54.7469581398063 19.171416640066)
munitions.966,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26128.61068,POINT (54.7471419603332 19.1699590296855)
munitions.967,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26248.673,POINT (54.7469493804097 19.172324649563)
munitions.968,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33418.71324,POINT (54.843110179791 19.1872026099126)
munitions.969,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33349.83944,POINT (54.843342009726 19.1854359601015)
munitions.970,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33216.55509,POINT (54.843831620433 19.181939110002)
munitions.971,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33552.66108,POINT (54.8428599596195 19.1903261199545)
munitions.972,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33498.9215,POINT (54.8434654299857 19.1883224502209)
munitions.973,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33489.34372,POINT (54.8436270003858 19.1878839201069)
munitions.974,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33607.17913,POINT (54.8443546796248 19.1892217102138)
munitions.975,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33551.38258,POINT (54.8439335495937 19.1887027402393)
munitions.976,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33435.96144,POINT (54.8443216502241 19.1857390100473)
munitions.977,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33420.92178,POINT (54.8447245402054 19.1848184199342)
munitions.978,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33369.89224,POINT (54.8450095902205 19.183343340223)
munitions.979,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33443.73451,POINT (54.8444924000043 19.185641859884)
munitions.980,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33620.74673,POINT (54.8438724802309 19.1902204001514)
munitions.981,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33505.15477,POINT (54.8452192500684 19.1858128596758)
munitions.982,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33401.31196,POINT (54.8453900798883 19.183427370177)
munitions.983,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33357.59941,POINT (54.845145369863 19.1828936504217)
munitions.984,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33574.97698,POINT (54.8454834097316 19.186858219931)
munitions.985,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33474.70824,POINT (54.8459343100204 19.1841280103994)
munitions.986,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33678.60425,POINT (54.8453220299878 19.1892432597687)
munitions.987,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,33718.45875,POINT (54.8447968798721 19.1908513204322)
munitions.988,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26048.08802,POINT (54.7521188103349 19.1632261598594)
munitions.989,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26034.14223,POINT (54.7516003098065 19.1635337801599)
munitions.990,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26030.00045,POINT (54.7516248801841 19.1634310703876)
munitions.991,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26062.3246,POINT (54.7492560596195 19.1665566695547)
munitions.992,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26091.22642,POINT (54.7490602196535 19.1672890900196)
munitions.993,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26106.11999,POINT (54.7486526496002 19.1679870196853)
munitions.994,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26090.88064,POINT (54.7474721796974 19.1689364096876)
munitions.995,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26090.27285,POINT (54.7488261198296 19.1675173901155)
munitions.996,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26120.38798,POINT (54.7494691395892 19.1673897196599)
munitions.997,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26077.4316,POINT (54.75076103999 19.1652322802456)
munitions.998,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26100.00463,POINT (54.7509834702111 19.1654068503459)
munitions.999,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26048.74274,POINT (54.7519052096578 19.1634707898451)
munitions.1000,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26088.46919,POINT (54.7524335802456 19.1636254003919)
munitions.1001,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26105.73182,POINT (54.7507566198222 19.1657547899516)
munitions.1002,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26141.60373,POINT (54.7493335901731 19.1679186900955)
munitions.1003,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26135.34572,POINT (54.7483342797033 19.1688496098217)
munitions.1004,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26118.65492,POINT (54.7527034002418 19.1638859897467)
munitions.1005,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26166.94859,POINT (54.7520085696398 19.1655290601181)
munitions.1006,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26149.63564,POINT (54.7517744203533 19.1654646003111)
munitions.1007,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26189.13012,POINT (54.7501951397939 19.1678757096963)
munitions.1008,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26197.86583,POINT (54.7493596201504 19.1689150498897)
munitions.1009,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26194.31203,POINT (54.7500802199262 19.1680917700192)
munitions.1010,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26223.8613,POINT (54.7507408097406 19.1679305197777)
munitions.1011,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26186.78618,POINT (54.7512013696476 19.1667614101111)
munitions.1012,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26188.88022,POINT (54.7523578402422 19.165553209613)
munitions.1013,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26193.95525,POINT (54.7523650896772 19.1656385300942)
munitions.1014,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26204.34477,POINT (54.752570029883 19.1656068496764)
munitions.1015,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26187.3122,POINT (54.7529344900348 19.1648967297004)
munitions.1016,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26205.89939,POINT (54.7523125602765 19.1659147397735)
munitions.1017,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26221.19429,POINT (54.752064699926 19.1664633603958)
munitions.1018,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26223.7501,POINT (54.7516257201509 19.1669828402859)
munitions.1019,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26221.44122,POINT (54.7504820298219 19.168161130232)
munitions.1020,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26261.50892,POINT (54.7495659003461 19.1698563199133)
munitions.1021,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26261.00898,POINT (54.7494379097318 19.169981170095)
munitions.1022,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26269.59317,POINT (54.7491531798754 19.1704343303801)
munitions.1023,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26258.26866,POINT (54.7493792802297 19.1699926598334)
munitions.1024,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26293.22973,POINT (54.7499712598658 19.1700082199035)
munitions.1025,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26281.99608,POINT (54.7503461503546 19.1694089800404)
munitions.1026,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26269.42123,POINT (54.7517253902146 19.1677119395544)
munitions.1027,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26258.79457,POINT (54.7522068800436 19.1669993095705)
munitions.1028,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26258.94831,POINT (54.7524287400943 19.1667624497273)
munitions.1029,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,26231.07825,POINT (54.7527334501887 19.1659203704288)
